stop_id,stop_name,stop_lat,stop_lon,stop_code,stop_desc,zone_id,stop_url,location_type,parent_station,wheelchair_boarding,stop_timezone,platform_code
560f0fe7-278e-4e9b-b33f-cec8df8ac3ba,Szeged (Autóbuszállomás),46.257077,20.140728,SZE,,,,,,,Europe/Budapest,
d39be4aa-f160-468e-8ed9-85de9f9f8951,Székesfehérvár (bus station),47.187636,18.411514,SKHR,,,,,,,Europe/Budapest,
92df0de8-9302-4b5b-84c0-f189bc734a9c,"Słupsk, Dworzec Autobusowy",54.468345,17.019126,5LU,,,,,,,Europe/Warsaw,
9b6b06b9-3ecb-11ea-8017-02437075395e,"Tallinn, Bus Station",59.42712,24.77374,TNN,,,,,,,Europe/Tallinn,
9070422c-d126-4b9d-998c-4c35796ef809,Taranto (Terminal Cimino),40.466206,17.300833,TTTC,,,,,,,Europe/Rome,
dcc394dc-9603-11e6-9066-549f350fcb0c,Tarbes (Avenue Pierre de Coubertin),43.221762,0.076963,TAB,,,,,,,Europe/Paris,
9b6a6957-3ecb-11ea-8017-02437075395e,"Tarnobrzeg, Dw. Autobusowy",50.565975,21.667247,TBG,,,,,,,Europe/Warsaw,
0e7aa37d-bdb2-423d-b47c-1bab99bb72e4,"Tarnów, Do Huty 04 P&R",50.004258,20.974129,TNW,,,,,,,Europe/Warsaw,
dcc173e3-9603-11e6-9066-549f350fcb0c,Tarragona (Bus Station),41.118068,1.244547,TAR,,,,,,,Europe/Madrid,
9b6b0943-3ecb-11ea-8017-02437075395e,"Tartu, Bus Station",58.378137,26.731958,TBU,,,,,,,Europe/Tallinn,
e8f7f25a-2caf-47aa-b799-a4566b0459e0,Taunton BP Garage,51.017659,-3.066075,TBP,,,,,,,Europe/London,
f11e04fe-75fa-4d78-bc48-8b7c046b189d,Teplice (Benešovo náměstí),50.642195,13.826639,TPB,,,,,,,Europe/Prague,
dcc3f83d-9603-11e6-9066-549f350fcb0c,Teramo,42.66047,13.706947,TRM,,,,,,,Europe/Rome,
dcc49111-9603-11e6-9066-549f350fcb0c,Terni,42.569497,12.65236,TER,,,,,,,Europe/Rome,
e4f17481-4ba1-404d-83c5-1223d19e185d,Ternopil (Bus Station 1),49.544069,25.596996,TPL,,,,,,,Europe/Kyiv,
dcbcd8bb-9603-11e6-9066-549f350fcb0c,The Hague (Central Station),52.0798,4.3255,DHA,,,,,,,Europe/Amsterdam,
8e4b4150-7981-47de-adf6-28c462a1df90,Tilburg Station (Burgemeester Brokxlaan),51.56199,5.083848,TIU,,,,,,,Europe/Amsterdam,
9b6bccbe-3ecb-11ea-8017-02437075395e,Toledo (Bus station),39.865421,-4.020033,TLD,,,,,,,Europe/Madrid,
9b6a76bd-3ecb-11ea-8017-02437075395e,"Tomaszów Mazowiecki, Plac Kościuszki",51.530536,20.005815,TMZ,,,,,,,Europe/Warsaw,
8819e9fd-847b-4997-9eed-bca0a3776dae,"Toruń, dworzec autobusowy",53.015688,18.607645,TDM,,,,,,,Europe/Warsaw,
dcc21600-9603-11e6-9066-549f350fcb0c,Toulon (Central Bus Station),43.127795,5.930736,TLN,,,,,,,Europe/Paris,
dcc0e74b-9603-11e6-9066-549f350fcb0c,"Toulouse (Central Bus Station ""Pierre Sémard"")",43.612522,1.452612,TOU,,,,,,,Europe/Paris,
dcc1f3fa-9603-11e6-9066-549f350fcb0c,Tourcoing,50.721307,3.162876,TRC,,,,,,,Europe/Paris,
dcc193b5-9603-11e6-9066-549f350fcb0c,Tours (Parking les Peupliers),47.383381,0.702355,TRS,,,,,,,Europe/Paris,
cf8d11b1-dd28-4de5-b91f-3c2dd0db465a,Trapani (Papa Giovanni Paolo II),38.015302,12.527638,TPN,,,,,,,Europe/Rome,
dcc0ea9c-9603-11e6-9066-549f350fcb0c,Trento (Lungadige Monte Grappa),46.069037,11.115381,TNT,,,,,,,Europe/Rome,
32196cc8-c013-4ecd-a558-66b2f957704f,Trenčín (bus station),48.896156,18.051694,TEI,,,,,,,Europe/Bratislava,
06f09d4d-2a27-4b9d-8f19-1b9e3e48dfef,Treviso,45.660258,12.246319,TVO,,,,,,,Europe/Rome,
dcbf7bd9-9603-11e6-9066-549f350fcb0c,Trier central train station (Kürenzer St.),49.758208,6.653136,TRK,,,,,,,Europe/Berlin,
dcbda963-9603-11e6-9066-549f350fcb0c,Trieste (Autostazione),45.657193,13.770828,TRT,,,,,,,Europe/Rome,
cf460566-03a0-44ed-a469-5e5f64812bc0,Trnava (bus station),48.370727,17.584396,TNV,,,,,,,Europe/Bratislava,
1a09c915-9448-4313-bdb8-ab48eb6704fa,Troyes (Bus Station),48.297767,4.06427,TOY,,,,,,,Europe/Paris,
0ae04f27-b58c-48b5-bab9-640361779415,Tulcea (Autogara Conex Trans),45.181187,28.792391,TLC,,,,,,,Europe/Bucharest,
dcbfe731-9603-11e6-9066-549f350fcb0c,Turin (Vittorio Emanuele),45.07016,7.657706,TO,,,,,,,Europe/Rome,
42eccf18-659b-410a-af81-a958ed735223,"Turku, Bus Station",60.456906,22.266659,TKU,,,,,,,Europe/Helsinki,
809d404e-ab27-4162-965c-5ea59029e518,Târgu Jiu,45.03851,23.300076,TJI,,,,,,,Europe/Bucharest,
dcbb2f42-9603-11e6-9066-549f350fcb0c,Tübingen central station,48.516021,9.05422,TU,,,,,,,Europe/Berlin,
dcc4574b-9603-11e6-9066-549f350fcb0c,Udine (autostazione),46.057273,13.242765,UDN,,,,,,,Europe/Rome,
dcbbd372-9603-11e6-9066-549f350fcb0c,Ulm (Eberhard-Finckh-Straße),48.42568,10.01082,UL,,,,,,,Europe/Berlin,
fdf2902b-eb74-49a4-99f3-b90868501213,Uman (Bus Station),48.761159,30.219564,UMN,,,,,,,Europe/Kyiv,
b2a24dd0-2da0-475f-8067-f5c3cd299f32,Uppsala (Stationsgatan),59.857102,17.651117,UPP,,,,,,,Europe/Stockholm,
dcbc53ef-9603-11e6-9066-549f350fcb0c,Utrecht Central Station,52.090407,5.105563,UT,,,,,,,Europe/Amsterdam,
71f2f6ec-fb74-4868-a6fa-7d8142d36ea6,"Vaasa, Bus Station",63.097268,21.622695,VAA,,,,,,,Europe/Helsinki,
dcc17706-9603-11e6-9066-549f350fcb0c,Valence (Central Bus Station),44.926909,4.892386,VLC,,,,,,,Europe/Paris,
65bc658e-3c84-4f8a-8879-fc56c2e567c5,Valencia (Bus Station),39.48013,-0.387697,VAE,,,,,,,Europe/Madrid,
0667ba34-c22c-40a2-a1b0-3b248c37dccf,Valladolid (Bus Station),41.641622,-4.732252,VLD,,,,,,,Europe/Madrid,
dcc27a80-9603-11e6-9066-549f350fcb0c,Vannes (Central bus station),47.666401,-2.748324,VAN,,,,,,,Europe/Paris,
0a2aa125-09de-48d1-b761-1639a16083e3,Varna (bus station),43.215977,27.897222,VAR,,,,,,,Europe/Sofia,
071b4e10-388b-4c0d-9087-a61ae665ad39,Vaslui (Autogara Morandi),46.625557,27.728953,VSL,,,,,,,Europe/Bucharest,
dcc18abf-9603-11e6-9066-549f350fcb0c,Vejle Busterminal,55.706197,9.535375,VEJ,,,,,,,Europe/Copenhagen,
dcc0139d-9603-11e6-9066-549f350fcb0c,Venice Mestre (Stazione FS),45.482223,12.233842,MTR,,,,,,,Europe/Rome,
dcc16795-9603-11e6-9066-549f350fcb0c,Venlo Station (Platform G),51.364625,6.172248,VEN,,,,,,,Europe/Amsterdam,
dcbdb0fa-9603-11e6-9066-549f350fcb0c,Verona (Porta Nuova),45.431548,10.980957,VR,,,,,,,Europe/Rome,
dcc2fb0a-9603-11e6-9066-549f350fcb0c,Viareggio,43.866894,10.244692,VIA,,,,,,,Europe/Rome,
dcc2e0e6-9603-11e6-9066-549f350fcb0c,Vicenza (Bus Station),45.54228,11.538316,VI,,,,,,,Europe/Rome,
dcbdc34e-9603-11e6-9066-549f350fcb0c,Vienna Erdberg (Busterminal VIB),48.190869,16.414007,WIG,,,,,,,Europe/Vienna,
458311c9-b193-4c10-b409-b7c832ecb1b4,Vigo (Bus Station),42.234137,-8.713763,VGO,,,,,,,Europe/Madrid,
dcc3ff22-9603-11e6-9066-549f350fcb0c,Villach Bus Station,46.61775,13.847884,VLL,,,,,,,Europe/Vienna,
dcbdb26b-9603-11e6-9066-549f350fcb0c,Villingen-Schwenningen (Rößleplatz),48.064078,8.538515,VIS,,,,,,,Europe/Berlin,
9b6b0388-3ecb-11ea-8017-02437075395e,Vilnius Bus Station,54.670718,25.281849,VUS,,,,,,,Europe/Vilnius,
dde818c4-e548-404a-b760-c14da8cc64ec,Vittoria,36.958485,14.52499,VTA,,,,,,,Europe/Rome,
e9747678-5b4c-48c6-b6d4-59f44e0e617e,Vratsa bus station,43.207164,23.559739,VRT,,,,,,,Europe/Sofia,
cbb7c38b-29b4-40ea-ae49-3c9e7ef04fe7,Västerås (Resecentrum),59.608425,16.553838,VAS,,,,,,,Europe/Stockholm,
2df2ee25-9ce8-4dce-ac20-a251c45657ad,Växjö Station,56.877137,14.803517,VXO,,,,,,,Europe/Stockholm,
732aface-2aef-42f3-b932-8937f2e48f0c,Warrington Interchange,53.391272,-2.593882,WCE,,,,,,,Europe/London,
1c0b11d0-65d5-48f4-b76e-3bdcbe9f4710,"Warsaw, Metro Marymont",52.271836,20.968272,WMR,,,,,,,Europe/Warsaw,
ce9d5a3f-6914-482d-836a-82d9f7cfd9be,Watford Junction Railway Station (Stop 6),51.662996,-0.396485,WJR,,,,,,,Europe/London,
168aa93d-ebe0-4cb6-a80e-36b4a2a1d7ad,"Wałbrzych, ul. Sikorskiego",50.768782,16.273432,WAL,,,,,,,Europe/Warsaw,
dcbb5cf0-9603-11e6-9066-549f350fcb0c,Weimar central train station,50.990942,11.329288,WE,,,,,,,Europe/Berlin,
dcc339c2-9603-11e6-9066-549f350fcb0c,Wetzlar (Station Northern Side),50.566246,8.50251,WZ,,,,,,,Europe/Berlin,
dcbba9d9-9603-11e6-9066-549f350fcb0c,Wiesbaden central train station (bus station),50.070865,8.246166,WI,,,,,,,Europe/Berlin,
dcc0f625-9603-11e6-9066-549f350fcb0c,Winterthur (Lagerhausstrasse),47.497645,8.723394,WTU,,,,,,,Europe/Zurich,
6d0b5813-436a-4dc3-a349-ae14233e7500,Wolfsburg Central Station (FlixTrain),52.429036,10.787735,HWOB,,,,,,,Europe/Berlin,
dcbcc787-9603-11e6-9066-549f350fcb0c,"Wrocław, Dworzec Autobusowy",51.096909,17.035755,WRO,,,,,,,Europe/Warsaw,
dcbb4379-9603-11e6-9066-549f350fcb0c,Wuppertal train station (Berliner Straße),51.275083,7.224487,W,,,,,,,Europe/Berlin,
dcbacee3-9603-11e6-9066-549f350fcb0c,Würzburg Main Station,49.801606,9.934321,WU,,,,,,,Europe/Berlin,
e23391c7-8937-4b89-bb3b-ec4ed085709c,"Włocławek, Węzeł przesiadkowy Okrzei 13",52.653635,19.059291,WLO,,,,,,,Europe/Warsaw,
9b69e549-3ecb-11ea-8017-02437075395e,York (Memorial Gardens- Leeman Rd),53.959574,-1.089831,YOR,,,,,,,Europe/London,
161bc8e8-a659-4aad-b0fd-adce57501554,"Zabrze, Rondo Sybiraków",50.289738,18.782069,ZAB,,,,,,,Europe/Warsaw,
dcc29f68-9603-11e6-9066-549f350fcb0c,Zadar bus station,44.106432,15.241135,QZD,,,,,,,Europe/Zagreb,
dcbdbe76-9603-11e6-9066-549f350fcb0c,Zagreb (bus station),45.803417,15.992278,ZAG,,,,,,,Europe/Zagreb,
a23fdfe0-ea13-4a88-84f6-d7b05c6e2f10,Zamora (Bus Station),41.513903,-5.73966,ZMR,,,,,,,Europe/Madrid,
0778dbad-545c-4267-9ee3-5e99b504a219,"Zamość, Peowiaków",50.71685,23.262169,ZMP,,,,,,,Europe/Warsaw,
07597a10-0f4c-49d5-84c8-abf615bd5956,Zaragoza (Delicias Station),41.659853,-0.911991,ZAR,,,,,,,Europe/Madrid,
d3f6ebba-b206-4908-9491-accf56e8a423,"Zgierz, ul. Łąkowa",51.851448,19.412675,ZGI,,,,,,,Europe/Warsaw,
f67d9eb2-7019-47d5-a5f2-bf4fc0f1d53d,Zhytomyr (Bus Station),50.268701,28.692103,ZHY,,,,,,,Europe/Kyiv,
7d65f8a0-6254-4021-9e74-b36cebf00967,Zielona Góra Dworzec Autobusowy,51.946455,15.510436,ZIG,,,,,,,Europe/Warsaw,
9b6bca55-3ecb-11ea-8017-02437075395e,"Zielona Góra, Dworzec PKP",51.946471,15.515182,ZGD,,,,,,,Europe/Warsaw,
dcc3d0c6-9603-11e6-9066-549f350fcb0c,"Zlín (Malenovice, křižovatka)",49.209612,17.595418,LZM,,,,,,,Europe/Prague,
a29390b1-32e1-4ba6-b141-3eb82b9a9a35,Zviahel (Bus Station),50.587541,27.604995,NVO,,,,,,,Europe/Kyiv,
dcbdcbbd-9603-11e6-9066-549f350fcb0c,Zwickau central train station,50.715645,12.477722,ZWB,,,,,,,Europe/Berlin,
9b6c264d-3ecb-11ea-8017-02437075395e,Çanakkale bus station,40.150545,26.456528,CN1,,,,,,,Europe/Istanbul,
191c1ce4-c9e3-4f33-a131-53e595ac4a26,Örebro (Resecentrum),59.277501,15.210709,OER,,,,,,,Europe/Stockholm,
dcbcd234-9603-11e6-9066-549f350fcb0c,České Budějovice (bus station),48.972887,14.487246,BDW,,,,,,,Europe/Prague,
1d8d0969-292a-490d-8a5c-9061a22619aa,"Łomża, dworzec miejski",53.172725,22.067057,LOM,,,,,,,Europe/Warsaw,
e1b6a242-54f8-4108-8e51-21c195ac77d4,"Łódź, WPA Łódź Fabryczna",51.769411,19.467708,LZF,,,,,,,Europe/Warsaw,
2379578a-2fa4-40b9-8366-d5f4a94fd3b6,"Świdnica, Dworzec Autobusowy",50.841648,16.481096,SWN,,,,,,,Europe/Warsaw,
26ecde01-78e8-4840-8525-7504c42a1590,"Żory, Dworzec Autobusowy",50.047773,18.694025,ZRY,,,,,,,Europe/Warsaw,
30503d8d-b92c-4db1-b532-817c56cfc42a,Žilina (bus station),49.225415,18.747716,ZIL,,,,,,,Europe/Bratislava,
